company,time,metric,value
Olofströms Kraft Nät AB,1/1/2022,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,65.6
Olofströms Kraft Nät AB,1/1/2023,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,66.88
Olofströms Kraft Nät AB,1/1/2018,Total ledningslängd (meter) per abonnemang (beräkning),159.0352505
Olofströms Kraft Nät AB,1/1/2019,Total ledningslängd (meter) per abonnemang (beräkning),158.6588062
Olofströms Kraft Nät AB,1/1/2020,Total ledningslängd (meter) per abonnemang (beräkning),161.3877431
Olofströms Kraft Nät AB,1/1/2021,Total ledningslängd (meter) per abonnemang (beräkning),160.8807339
Olofströms Kraft Nät AB,1/1/2022,Total ledningslängd (meter) per abonnemang (beräkning),160.55247
Olofströms Kraft Nät AB,1/1/2023,Total ledningslängd (meter) per abonnemang (beräkning),160.8040201
Olofströms Kraft Nät AB,1/1/2018,Total ledningslängd luftledning och jordkabel (beräkning),2143
Olofströms Kraft Nät AB,1/1/2019,Total ledningslängd luftledning och jordkabel (beräkning),2153
Olofströms Kraft Nät AB,1/1/2020,Total ledningslängd luftledning och jordkabel (beräkning),2191
Olofströms Kraft Nät AB,1/1/2021,Total ledningslängd luftledning och jordkabel (beräkning),2192
Olofströms Kraft Nät AB,1/1/2022,Total ledningslängd luftledning och jordkabel (beräkning),2197
Olofströms Kraft Nät AB,1/1/2023,Total ledningslängd luftledning och jordkabel (beräkning),2208
Olofströms Kraft Nät AB,1/1/2018,Totalsumma inmatad energi till redovisningsenheten (MWh),355288
Olofströms Kraft Nät AB,1/1/2019,Totalsumma inmatad energi till redovisningsenheten (MWh),337769
Olofströms Kraft Nät AB,1/1/2020,Totalsumma inmatad energi till redovisningsenheten (MWh),314265
Olofströms Kraft Nät AB,1/1/2021,Totalsumma inmatad energi till redovisningsenheten (MWh),336354
Olofströms Kraft Nät AB,1/1/2022,Totalsumma inmatad energi till redovisningsenheten (MWh),307931
Olofströms Kraft Nät AB,1/1/2023,Totalsumma inmatad energi till redovisningsenheten (MWh),312244
Olofströms Kraft Nät AB,1/1/2018,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),3
Olofströms Kraft Nät AB,1/1/2019,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),3
Olofströms Kraft Nät AB,1/1/2020,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),3
Olofströms Kraft Nät AB,1/1/2021,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),3
Olofströms Kraft Nät AB,1/1/2018,Totalt antal abonnemang i uttagspunkt,13475
Olofströms Kraft Nät AB,1/1/2019,Totalt antal abonnemang i uttagspunkt,13570
Olofströms Kraft Nät AB,1/1/2020,Totalt antal abonnemang i uttagspunkt,13576
Olofströms Kraft Nät AB,1/1/2021,Totalt antal abonnemang i uttagspunkt,13625
Olofströms Kraft Nät AB,1/1/2022,Totalt antal abonnemang i uttagspunkt,13684
Olofströms Kraft Nät AB,1/1/2023,Totalt antal abonnemang i uttagspunkt,13731
Olofströms Kraft Nät AB,1/1/2018,Totalt installerad transformatoreffekt i nätstationerna (MVA),141
Olofströms Kraft Nät AB,1/1/2019,Totalt installerad transformatoreffekt i nätstationerna (MVA),145
Olofströms Kraft Nät AB,1/1/2020,Totalt installerad transformatoreffekt i nätstationerna (MVA),147
Olofströms Kraft Nät AB,1/1/2021,Totalt installerad transformatoreffekt i nätstationerna (MVA),147
Olofströms Kraft Nät AB,1/1/2022,Totalt installerad transformatoreffekt i nätstationerna (MVA),150
Olofströms Kraft Nät AB,1/1/2023,Totalt installerad transformatoreffekt i nätstationerna (MVA),149
Olofströms Kraft Nät AB,1/1/2018,Under året producerad energi för att täcka nätförluster (MWh),0
Olofströms Kraft Nät AB,1/1/2019,Under året producerad energi för att täcka nätförluster (MWh),0
Olofströms Kraft Nät AB,1/1/2020,Under året producerad energi för att täcka nätförluster (MWh),0
Olofströms Kraft Nät AB,1/1/2021,Under året producerad energi för att täcka nätförluster (MWh),0
Olofströms Kraft Nät AB,1/1/2022,Under året producerad energi för att täcka nätförluster (MWh),
Olofströms Kraft Nät AB,1/1/2023,Under året producerad energi för att täcka nätförluster (MWh),
Olofströms Kraft Nät AB,1/1/2018,Utmatad energi i gränspunkt (MWh),0
Olofströms Kraft Nät AB,1/1/2019,Utmatad energi i gränspunkt (MWh),0
Olofströms Kraft Nät AB,1/1/2020,Utmatad energi i gränspunkt (MWh),0
Olofströms Kraft Nät AB,1/1/2021,Utmatad energi i gränspunkt (MWh),0
Olofströms Kraft Nät AB,1/1/2022,Utmatad energi i gränspunkt (MWh),0
Olofströms Kraft Nät AB,1/1/2023,Utmatad energi i gränspunkt (MWh),0
Olofströms Kraft Nät AB,1/1/2018,Utmatad energi till slutkund - högspänning (MWh),169352
Olofströms Kraft Nät AB,1/1/2019,Utmatad energi till slutkund - högspänning (MWh),160056
Olofströms Kraft Nät AB,1/1/2020,Utmatad energi till slutkund - högspänning (MWh),141667
Olofströms Kraft Nät AB,1/1/2021,Utmatad energi till slutkund - högspänning (MWh),148035
Olofströms Kraft Nät AB,1/1/2022,Utmatad energi till slutkund - högspänning (MWh),146829
Olofströms Kraft Nät AB,1/1/2023,Utmatad energi till slutkund - högspänning (MWh),158988
Olofströms Kraft Nät AB,1/1/2018,Utmatad energi till slutkund - lågspänning (MWh),174591
Olofströms Kraft Nät AB,1/1/2019,Utmatad energi till slutkund - lågspänning (MWh),166679
Olofströms Kraft Nät AB,1/1/2020,Utmatad energi till slutkund - lågspänning (MWh),162847
Olofströms Kraft Nät AB,1/1/2021,Utmatad energi till slutkund - lågspänning (MWh),177018
Olofströms Kraft Nät AB,1/1/2022,Utmatad energi till slutkund - lågspänning (MWh),150720
Olofströms Kraft Nät AB,1/1/2023,Utmatad energi till slutkund - lågspänning (MWh),143861
Olofströms Kraft Nät AB,1/1/2018,Utnyttjningsgrad,
Olofströms Kraft Nät AB,1/1/2019,Utnyttjningsgrad,
Olofströms Kraft Nät AB,1/1/2020,Utnyttjningsgrad,0.5943
Olofströms Kraft Nät AB,1/1/2021,Utnyttjningsgrad,0.5191
Olofströms Kraft Nät AB,1/1/2022,Utnyttjningsgrad,0.5609
Olofströms Kraft Nät AB,1/1/2023,Utnyttjningsgrad,0.5314
Olofströms Kraft Nät AB,1/1/2018,Varav abonnemang för småskalig produktion högspänning (antal),0
Olofströms Kraft Nät AB,1/1/2019,Varav abonnemang för småskalig produktion högspänning (antal),0
Olofströms Kraft Nät AB,1/1/2020,Varav abonnemang för småskalig produktion högspänning (antal),0
Olofströms Kraft Nät AB,1/1/2021,Varav abonnemang för småskalig produktion högspänning (antal),0
Olofströms Kraft Nät AB,1/1/2022,Varav abonnemang för småskalig produktion högspänning (antal),
Olofströms Kraft Nät AB,1/1/2023,Varav abonnemang för småskalig produktion högspänning (antal),
Olofströms Kraft Nät AB,1/1/2018,Varav abonnemang för småskalig produktion lågspänning (antal),3
Olofströms Kraft Nät AB,1/1/2019,Varav abonnemang för småskalig produktion lågspänning (antal),3
Olofströms Kraft Nät AB,1/1/2020,Varav abonnemang för småskalig produktion lågspänning (antal),3
Olofströms Kraft Nät AB,1/1/2021,Varav abonnemang för småskalig produktion lågspänning (antal),3
Olofströms Kraft Nät AB,1/1/2022,Varav abonnemang för småskalig produktion lågspänning (antal),
Olofströms Kraft Nät AB,1/1/2023,Varav abonnemang för småskalig produktion lågspänning (antal),
Olofströms Kraft Nät AB,1/1/2018,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),0
Olofströms Kraft Nät AB,1/1/2019,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1351
Olofströms Kraft Nät AB,1/1/2020,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1690
Olofströms Kraft Nät AB,1/1/2021,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),2691
Olofströms Kraft Nät AB,1/1/2018,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),389
Olofströms Kraft Nät AB,1/1/2019,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),685
Olofströms Kraft Nät AB,1/1/2020,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),1073
Olofströms Kraft Nät AB,1/1/2021,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),1545
Olofströms Kraft Nät AB,1/1/2018,Årets nätförlust (MWh),11345
Olofströms Kraft Nät AB,1/1/2019,Årets nätförlust (MWh),11034
Olofströms Kraft Nät AB,1/1/2020,Årets nätförlust (MWh),9751
Olofströms Kraft Nät AB,1/1/2021,Årets nätförlust (MWh),11301
Olofströms Kraft Nät AB,1/1/2022,Årets nätförlust (MWh),10382
Olofströms Kraft Nät AB,1/1/2023,Årets nätförlust (MWh),9395
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Abonnemang i gränspunkt (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Abonnemang i gränspunkt (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Abonnemang i gränspunkt (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Abonnemang i gränspunkt (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Abonnemang i gränspunkt (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Abonnemang i gränspunkt (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,64
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,118
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,61
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,115
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,2
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,2
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Antal abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Antal abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Antal abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Antal abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal abonnenter med avbrott 12 - 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal abonnenter med avbrott 12 - 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Antal abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Antal abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Antal abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Antal abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal abonnenter med avbrott längre än 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal abonnenter med avbrott längre än 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Förbrukning per lågspänningsabonnent (kWh) (beräkning),9907.709623
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Förbrukning per lågspänningsabonnent (kWh) (beräkning),9119.955157
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Förbrukning per lågspänningsabonnent (kWh) (beräkning),9277.839644
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Förbrukning per lågspänningsabonnent (kWh) (beräkning),10371.93764
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Högspänningsabonnemang i uttagspunkt (antal),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Högspänningsabonnemang i uttagspunkt (antal),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Högspänningsabonnemang i uttagspunkt (antal),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Högspänningsabonnemang i uttagspunkt (antal),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Högspänningsabonnemang i uttagspunkt (antal),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Högspänningsabonnemang i uttagspunkt (antal),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),1299
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),1949
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,965
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,1016
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Inmatad energi från mikroproduktionsanläggningar (MWh),322
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Inmatad energi från mikroproduktionsanläggningar (MWh),890
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Inmatad energi från småskalig elproduktionsanläggning (MWh),205
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Inmatad energi från småskalig elproduktionsanläggning (MWh),530
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Inmatad energi från småskalig elproduktionsanläggning (MWh),1200
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Inmatad energi från småskalig elproduktionsanläggning (MWh),1079
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),12
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),43
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Ledningslängd högspänning - isolerad luftledning (km),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Ledningslängd högspänning - isolerad luftledning (km),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Ledningslängd högspänning - isolerad luftledning (km),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Ledningslängd högspänning - isolerad luftledning (km),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Ledningslängd högspänning - isolerad luftledning (km),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Ledningslängd högspänning - isolerad luftledning (km),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Ledningslängd högspänning - jordkabel (km),64
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Ledningslängd högspänning - jordkabel (km),64
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Ledningslängd högspänning - jordkabel (km),64
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Ledningslängd högspänning - jordkabel (km),65
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Ledningslängd högspänning - jordkabel (km),67
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Ledningslängd högspänning - jordkabel (km),67
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Ledningslängd högspänning - oisolerad luftledning (km),19
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Ledningslängd högspänning - oisolerad luftledning (km),19
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Ledningslängd högspänning - oisolerad luftledning (km),19
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Ledningslängd högspänning - oisolerad luftledning (km),19
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Ledningslängd högspänning - oisolerad luftledning (km),18
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Ledningslängd högspänning - oisolerad luftledning (km),18
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Ledningslängd lågspänning - isolerad luftledning (km),19
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Ledningslängd lågspänning - isolerad luftledning (km),18
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Ledningslängd lågspänning - isolerad luftledning (km),18
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Ledningslängd lågspänning - isolerad luftledning (km),15
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Ledningslängd lågspänning - isolerad luftledning (km),15
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Ledningslängd lågspänning - isolerad luftledning (km),14
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Ledningslängd lågspänning - jordkabel (km),210
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Ledningslängd lågspänning - jordkabel (km),212
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Ledningslängd lågspänning - jordkabel (km),213
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Ledningslängd lågspänning - jordkabel (km),221
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Ledningslängd lågspänning - jordkabel (km),242
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Ledningslängd lågspänning - jordkabel (km),244
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Ledningslängd lågspänning - oisolerad luftledning (km),2
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Ledningslängd lågspänning - oisolerad luftledning (km),2
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Ledningslängd lågspänning - oisolerad luftledning (km),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Ledningslängd lågspänning - oisolerad luftledning (km),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Ledningslängd lågspänning - oisolerad luftledning (km),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Ledningslängd lågspänning - oisolerad luftledning (km),1
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Lågspänningsabonnemang i uttagspunkt (antal),1777
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Lågspänningsabonnemang i uttagspunkt (antal),1784
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Lågspänningsabonnemang i uttagspunkt (antal),1796
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Lågspänningsabonnemang i uttagspunkt (antal),1796
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Lågspänningsabonnemang i uttagspunkt (antal),1804
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Lågspänningsabonnemang i uttagspunkt (antal),1806
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Medellastfaktor,0.8636
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Medellastfaktor,0.8522
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Medellastfaktor,0.8303
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Medellastfaktor,0.8331
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Medellastfaktor,0.8151
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Medellastfaktor,0.7514
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Meter ledning per nätstation (beräkning),3609.195402
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Meter ledning per nätstation (beräkning),3620.689655
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Meter ledning per nätstation (beräkning),3620.689655
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Meter ledning per nätstation (beräkning),3689.655172
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Meter ledning per nätstation (beräkning),3942.528736
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Meter ledning per nätstation (beräkning),3954.022989
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Nätstationer inom området (antal),87
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Nätstationer inom området (antal),87
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Nätstationer inom området (antal),87
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Nätstationer inom området (antal),87
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Nätstationer inom området (antal),87
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Nätstationer inom området (antal),87
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,5
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Total ledningslängd (meter) per abonnemang (beräkning),176.6029246
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Total ledningslängd (meter) per abonnemang (beräkning),176.4705882
