company,time,metric,value
AB PiteEnergi,1/1/2023,Antal abonnenter med avbrott 12 - 24 timmar,
AB PiteEnergi,1/1/2018,Antal abonnenter med avbrott längre än 24 timmar,3
AB PiteEnergi,1/1/2019,Antal abonnenter med avbrott längre än 24 timmar,4
AB PiteEnergi,1/1/2020,Antal abonnenter med avbrott längre än 24 timmar,4
AB PiteEnergi,1/1/2021,Antal abonnenter med avbrott längre än 24 timmar,1
AB PiteEnergi,1/1/2022,Antal abonnenter med avbrott längre än 24 timmar,
AB PiteEnergi,1/1/2023,Antal abonnenter med avbrott längre än 24 timmar,
AB PiteEnergi,1/1/2018,Antal ersatta abonnenter med avbrott 12 - 24 timmar,5
AB PiteEnergi,1/1/2019,Antal ersatta abonnenter med avbrott 12 - 24 timmar,5
AB PiteEnergi,1/1/2020,Antal ersatta abonnenter med avbrott 12 - 24 timmar,1
AB PiteEnergi,1/1/2021,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
AB PiteEnergi,1/1/2022,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
AB PiteEnergi,1/1/2023,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
AB PiteEnergi,1/1/2018,Antal ersatta abonnenter med avbrott längre än 24 timmar,3
AB PiteEnergi,1/1/2019,Antal ersatta abonnenter med avbrott längre än 24 timmar,4
AB PiteEnergi,1/1/2020,Antal ersatta abonnenter med avbrott längre än 24 timmar,4
AB PiteEnergi,1/1/2021,Antal ersatta abonnenter med avbrott längre än 24 timmar,1
AB PiteEnergi,1/1/2022,Antal ersatta abonnenter med avbrott längre än 24 timmar,
AB PiteEnergi,1/1/2023,Antal ersatta abonnenter med avbrott längre än 24 timmar,
AB PiteEnergi,1/1/2018,Förbrukning per lågspänningsabonnent (kWh) (beräkning),17373.0214
AB PiteEnergi,1/1/2019,Förbrukning per lågspänningsabonnent (kWh) (beräkning),17627.29875
AB PiteEnergi,1/1/2020,Förbrukning per lågspänningsabonnent (kWh) (beräkning),16188.64746
AB PiteEnergi,1/1/2021,Förbrukning per lågspänningsabonnent (kWh) (beräkning),17596.07456
AB PiteEnergi,1/1/2022,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
AB PiteEnergi,1/1/2023,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
AB PiteEnergi,1/1/2018,Högspänningsabonnemang i uttagspunkt (antal),28
AB PiteEnergi,1/1/2019,Högspänningsabonnemang i uttagspunkt (antal),28
AB PiteEnergi,1/1/2020,Högspänningsabonnemang i uttagspunkt (antal),27
AB PiteEnergi,1/1/2021,Högspänningsabonnemang i uttagspunkt (antal),29
AB PiteEnergi,1/1/2022,Högspänningsabonnemang i uttagspunkt (antal),28
AB PiteEnergi,1/1/2023,Högspänningsabonnemang i uttagspunkt (antal),30
AB PiteEnergi,1/1/2022,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),64919
AB PiteEnergi,1/1/2023,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),57667
AB PiteEnergi,1/1/2018,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
AB PiteEnergi,1/1/2019,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
AB PiteEnergi,1/1/2020,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
AB PiteEnergi,1/1/2021,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
AB PiteEnergi,1/1/2022,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,59634
AB PiteEnergi,1/1/2023,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,52725
AB PiteEnergi,1/1/2022,Inmatad energi från mikroproduktionsanläggningar (MWh),685
AB PiteEnergi,1/1/2023,Inmatad energi från mikroproduktionsanläggningar (MWh),1279
AB PiteEnergi,1/1/2018,Inmatad energi från småskalig elproduktionsanläggning (MWh),4089
AB PiteEnergi,1/1/2019,Inmatad energi från småskalig elproduktionsanläggning (MWh),4331
AB PiteEnergi,1/1/2020,Inmatad energi från småskalig elproduktionsanläggning (MWh),6321
AB PiteEnergi,1/1/2021,Inmatad energi från småskalig elproduktionsanläggning (MWh),6180
AB PiteEnergi,1/1/2022,Inmatad energi från småskalig elproduktionsanläggning (MWh),
AB PiteEnergi,1/1/2023,Inmatad energi från småskalig elproduktionsanläggning (MWh),
AB PiteEnergi,1/1/2018,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
AB PiteEnergi,1/1/2019,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
AB PiteEnergi,1/1/2020,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
AB PiteEnergi,1/1/2021,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
AB PiteEnergi,1/1/2022,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),4600
AB PiteEnergi,1/1/2023,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),3663
AB PiteEnergi,1/1/2018,Ledningslängd högspänning - isolerad luftledning (km),223
AB PiteEnergi,1/1/2019,Ledningslängd högspänning - isolerad luftledning (km),235
AB PiteEnergi,1/1/2020,Ledningslängd högspänning - isolerad luftledning (km),244
AB PiteEnergi,1/1/2021,Ledningslängd högspänning - isolerad luftledning (km),262
AB PiteEnergi,1/1/2022,Ledningslängd högspänning - isolerad luftledning (km),275
AB PiteEnergi,1/1/2023,Ledningslängd högspänning - isolerad luftledning (km),284
AB PiteEnergi,1/1/2018,Ledningslängd högspänning - jordkabel (km),349
AB PiteEnergi,1/1/2019,Ledningslängd högspänning - jordkabel (km),354
AB PiteEnergi,1/1/2020,Ledningslängd högspänning - jordkabel (km),358
AB PiteEnergi,1/1/2021,Ledningslängd högspänning - jordkabel (km),363
AB PiteEnergi,1/1/2022,Ledningslängd högspänning - jordkabel (km),368
AB PiteEnergi,1/1/2023,Ledningslängd högspänning - jordkabel (km),372
AB PiteEnergi,1/1/2018,Ledningslängd högspänning - oisolerad luftledning (km),575
AB PiteEnergi,1/1/2019,Ledningslängd högspänning - oisolerad luftledning (km),560
AB PiteEnergi,1/1/2020,Ledningslängd högspänning - oisolerad luftledning (km),551
AB PiteEnergi,1/1/2021,Ledningslängd högspänning - oisolerad luftledning (km),531
AB PiteEnergi,1/1/2022,Ledningslängd högspänning - oisolerad luftledning (km),516
AB PiteEnergi,1/1/2023,Ledningslängd högspänning - oisolerad luftledning (km),508
AB PiteEnergi,1/1/2018,Ledningslängd lågspänning - isolerad luftledning (km),272
AB PiteEnergi,1/1/2019,Ledningslängd lågspänning - isolerad luftledning (km),262
AB PiteEnergi,1/1/2020,Ledningslängd lågspänning - isolerad luftledning (km),252
AB PiteEnergi,1/1/2021,Ledningslängd lågspänning - isolerad luftledning (km),228
AB PiteEnergi,1/1/2022,Ledningslängd lågspänning - isolerad luftledning (km),216
AB PiteEnergi,1/1/2023,Ledningslängd lågspänning - isolerad luftledning (km),210
AB PiteEnergi,1/1/2018,Ledningslängd lågspänning - jordkabel (km),1426
AB PiteEnergi,1/1/2019,Ledningslängd lågspänning - jordkabel (km),1454
AB PiteEnergi,1/1/2020,Ledningslängd lågspänning - jordkabel (km),1479
AB PiteEnergi,1/1/2021,Ledningslängd lågspänning - jordkabel (km),1520
AB PiteEnergi,1/1/2022,Ledningslängd lågspänning - jordkabel (km),1547
AB PiteEnergi,1/1/2023,Ledningslängd lågspänning - jordkabel (km),1561
AB PiteEnergi,1/1/2018,Ledningslängd lågspänning - oisolerad luftledning (km),62
AB PiteEnergi,1/1/2019,Ledningslängd lågspänning - oisolerad luftledning (km),57
AB PiteEnergi,1/1/2020,Ledningslängd lågspänning - oisolerad luftledning (km),52
AB PiteEnergi,1/1/2021,Ledningslängd lågspänning - oisolerad luftledning (km),46
AB PiteEnergi,1/1/2022,Ledningslängd lågspänning - oisolerad luftledning (km),42
AB PiteEnergi,1/1/2023,Ledningslängd lågspänning - oisolerad luftledning (km),40
AB PiteEnergi,1/1/2018,Lågspänningsabonnemang i uttagspunkt (antal),22996
AB PiteEnergi,1/1/2019,Lågspänningsabonnemang i uttagspunkt (antal),23056
AB PiteEnergi,1/1/2020,Lågspänningsabonnemang i uttagspunkt (antal),23149
AB PiteEnergi,1/1/2021,Lågspänningsabonnemang i uttagspunkt (antal),23284
AB PiteEnergi,1/1/2022,Lågspänningsabonnemang i uttagspunkt (antal),23396
AB PiteEnergi,1/1/2023,Lågspänningsabonnemang i uttagspunkt (antal),23435
AB PiteEnergi,1/1/2018,Medellastfaktor,0.8137
AB PiteEnergi,1/1/2019,Medellastfaktor,0.8126
AB PiteEnergi,1/1/2020,Medellastfaktor,0.792
AB PiteEnergi,1/1/2021,Medellastfaktor,0.8163
AB PiteEnergi,1/1/2022,Medellastfaktor,0.814
AB PiteEnergi,1/1/2023,Medellastfaktor,0.8236
AB PiteEnergi,1/1/2018,Meter ledning per nätstation (beräkning),2649.954421
AB PiteEnergi,1/1/2019,Meter ledning per nätstation (beräkning),2653.950954
AB PiteEnergi,1/1/2020,Meter ledning per nätstation (beräkning),2657.013575
AB PiteEnergi,1/1/2021,Meter ledning per nätstation (beräkning),2679.38238
AB PiteEnergi,1/1/2022,Meter ledning per nätstation (beräkning),2672.678088
AB PiteEnergi,1/1/2023,Meter ledning per nätstation (beräkning),2682.596934
AB PiteEnergi,1/1/2018,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,115
AB PiteEnergi,1/1/2019,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,116
AB PiteEnergi,1/1/2020,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,119
AB PiteEnergi,1/1/2021,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,119
AB PiteEnergi,1/1/2022,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,119
AB PiteEnergi,1/1/2023,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,119
AB PiteEnergi,1/1/2018,Nätstationer inom området (antal),1097
AB PiteEnergi,1/1/2019,Nätstationer inom området (antal),1101
AB PiteEnergi,1/1/2020,Nätstationer inom området (antal),1105
AB PiteEnergi,1/1/2021,Nätstationer inom området (antal),1101
AB PiteEnergi,1/1/2022,Nätstationer inom området (antal),1109
AB PiteEnergi,1/1/2023,Nätstationer inom området (antal),1109
AB PiteEnergi,1/1/2018,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,118
AB PiteEnergi,1/1/2019,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,121
AB PiteEnergi,1/1/2020,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,99
AB PiteEnergi,1/1/2021,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,118
AB PiteEnergi,1/1/2022,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,114
AB PiteEnergi,1/1/2023,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,103
AB PiteEnergi,1/1/2018,Total ledningslängd (meter) per abonnemang (beräkning),126.2595552
AB PiteEnergi,1/1/2019,Total ledningslängd (meter) per abonnemang (beräkning),126.5811818
AB PiteEnergi,1/1/2020,Total ledningslängd (meter) per abonnemang (beräkning),126.6827753
AB PiteEnergi,1/1/2021,Total ledningslängd (meter) per abonnemang (beräkning),126.538841
AB PiteEnergi,1/1/2022,Total ledningslängd (meter) per abonnemang (beräkning),126.5368852
AB PiteEnergi,1/1/2023,Total ledningslängd (meter) per abonnemang (beräkning),126.7845728
AB PiteEnergi,1/1/2018,Total ledningslängd luftledning och jordkabel (beräkning),2907
AB PiteEnergi,1/1/2019,Total ledningslängd luftledning och jordkabel (beräkning),2922
AB PiteEnergi,1/1/2020,Total ledningslängd luftledning och jordkabel (beräkning),2936
AB PiteEnergi,1/1/2021,Total ledningslängd luftledning och jordkabel (beräkning),2950
AB PiteEnergi,1/1/2022,Total ledningslängd luftledning och jordkabel (beräkning),2964
AB PiteEnergi,1/1/2023,Total ledningslängd luftledning och jordkabel (beräkning),2975
AB PiteEnergi,1/1/2018,Totalsumma inmatad energi till redovisningsenheten (MWh),521847
AB PiteEnergi,1/1/2019,Totalsumma inmatad energi till redovisningsenheten (MWh),528046
AB PiteEnergi,1/1/2020,Totalsumma inmatad energi till redovisningsenheten (MWh),501686
AB PiteEnergi,1/1/2021,Totalsumma inmatad energi till redovisningsenheten (MWh),536920
AB PiteEnergi,1/1/2022,Totalsumma inmatad energi till redovisningsenheten (MWh),494940
AB PiteEnergi,1/1/2023,Totalsumma inmatad energi till redovisningsenheten (MWh),476260
AB PiteEnergi,1/1/2018,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),58
AB PiteEnergi,1/1/2019,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),76
AB PiteEnergi,1/1/2020,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),99
AB PiteEnergi,1/1/2021,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),124
AB PiteEnergi,1/1/2018,Totalt antal abonnemang i uttagspunkt,23024
AB PiteEnergi,1/1/2019,Totalt antal abonnemang i uttagspunkt,23084
AB PiteEnergi,1/1/2020,Totalt antal abonnemang i uttagspunkt,23176
AB PiteEnergi,1/1/2021,Totalt antal abonnemang i uttagspunkt,23313
AB PiteEnergi,1/1/2022,Totalt antal abonnemang i uttagspunkt,23424
AB PiteEnergi,1/1/2023,Totalt antal abonnemang i uttagspunkt,23465
AB PiteEnergi,1/1/2018,Totalt installerad transformatoreffekt i nätstationerna (MVA),291
AB PiteEnergi,1/1/2019,Totalt installerad transformatoreffekt i nätstationerna (MVA),291
AB PiteEnergi,1/1/2020,Totalt installerad transformatoreffekt i nätstationerna (MVA),291
AB PiteEnergi,1/1/2021,Totalt installerad transformatoreffekt i nätstationerna (MVA),291
AB PiteEnergi,1/1/2022,Totalt installerad transformatoreffekt i nätstationerna (MVA),292
AB PiteEnergi,1/1/2023,Totalt installerad transformatoreffekt i nätstationerna (MVA),288
AB PiteEnergi,1/1/2018,Under året producerad energi för att täcka nätförluster (MWh),0
AB PiteEnergi,1/1/2019,Under året producerad energi för att täcka nätförluster (MWh),0
AB PiteEnergi,1/1/2020,Under året producerad energi för att täcka nätförluster (MWh),0
AB PiteEnergi,1/1/2021,Under året producerad energi för att täcka nätförluster (MWh),0
AB PiteEnergi,1/1/2022,Under året producerad energi för att täcka nätförluster (MWh),
AB PiteEnergi,1/1/2023,Under året producerad energi för att täcka nätförluster (MWh),
AB PiteEnergi,1/1/2018,Utmatad energi i gränspunkt (MWh),18584
AB PiteEnergi,1/1/2019,Utmatad energi i gränspunkt (MWh),21562
AB PiteEnergi,1/1/2020,Utmatad energi i gränspunkt (MWh),28501
AB PiteEnergi,1/1/2021,Utmatad energi i gränspunkt (MWh),21308
AB PiteEnergi,1/1/2022,Utmatad energi i gränspunkt (MWh),15073
AB PiteEnergi,1/1/2023,Utmatad energi i gränspunkt (MWh),3123
AB PiteEnergi,1/1/2018,Utmatad energi till slutkund - högspänning (MWh),81045
AB PiteEnergi,1/1/2019,Utmatad energi till slutkund - högspänning (MWh),80036
AB PiteEnergi,1/1/2020,Utmatad energi till slutkund - högspänning (MWh),80119
AB PiteEnergi,1/1/2021,Utmatad energi till slutkund - högspänning (MWh),85087
AB PiteEnergi,1/1/2022,Utmatad energi till slutkund - högspänning (MWh),79102
AB PiteEnergi,1/1/2023,Utmatad energi till slutkund - högspänning (MWh),78273
AB PiteEnergi,1/1/2018,Utmatad energi till slutkund - lågspänning (MWh),399510
AB PiteEnergi,1/1/2019,Utmatad energi till slutkund - lågspänning (MWh),406415
AB PiteEnergi,1/1/2020,Utmatad energi till slutkund - lågspänning (MWh),374751
AB PiteEnergi,1/1/2021,Utmatad energi till slutkund - lågspänning (MWh),409707
AB PiteEnergi,1/1/2022,Utmatad energi till slutkund - lågspänning (MWh),381899
AB PiteEnergi,1/1/2023,Utmatad energi till slutkund - lågspänning (MWh),375853
AB PiteEnergi,1/1/2018,Utnyttjningsgrad,
AB PiteEnergi,1/1/2019,Utnyttjningsgrad,
AB PiteEnergi,1/1/2020,Utnyttjningsgrad,0.443
AB PiteEnergi,1/1/2021,Utnyttjningsgrad,0.43
AB PiteEnergi,1/1/2022,Utnyttjningsgrad,0.4409
AB PiteEnergi,1/1/2023,Utnyttjningsgrad,0.4778
AB PiteEnergi,1/1/2018,Varav abonnemang för småskalig produktion högspänning (antal),3
AB PiteEnergi,1/1/2019,Varav abonnemang för småskalig produktion högspänning (antal),3
AB PiteEnergi,1/1/2020,Varav abonnemang för småskalig produktion högspänning (antal),3
AB PiteEnergi,1/1/2021,Varav abonnemang för småskalig produktion högspänning (antal),3
AB PiteEnergi,1/1/2022,Varav abonnemang för småskalig produktion högspänning (antal),
AB PiteEnergi,1/1/2023,Varav abonnemang för småskalig produktion högspänning (antal),
AB PiteEnergi,1/1/2018,Varav abonnemang för småskalig produktion lågspänning (antal),41
AB PiteEnergi,1/1/2019,Varav abonnemang för småskalig produktion lågspänning (antal),59
AB PiteEnergi,1/1/2020,Varav abonnemang för småskalig produktion lågspänning (antal),82
AB PiteEnergi,1/1/2021,Varav abonnemang för småskalig produktion lågspänning (antal),107
AB PiteEnergi,1/1/2022,Varav abonnemang för småskalig produktion lågspänning (antal),
AB PiteEnergi,1/1/2023,Varav abonnemang för småskalig produktion lågspänning (antal),
AB PiteEnergi,1/1/2018,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),62335
AB PiteEnergi,1/1/2019,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),68787
AB PiteEnergi,1/1/2020,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),82529
AB PiteEnergi,1/1/2021,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),72281
